1.753157905993730115e+00,7.625264495744372706e-01,7.063082169368152252e-01
2.044668941619691704e+00,7.625264495744372706e-01,-6.628715018775719336e-01
3.361799772456532942e-01,7.625264495744372706e-01,-8.322585291685407061e-01
4.466894161969170440e-02,7.625264495744372706e-01,8.672510890614121282e-01
1.044668941619691704e+00,7.625264495744372706e-01,2.885523228114073913e+00
-2.537594320751553667e+00,-3.731975420742847938e+00,-1.939006289614670031e+00
-3.951807883124648590e+00,-5.146188983115941973e+00,2.099489252992921884e+00
-3.244701101938101573e+00,-4.439082201929394955e+00,4.601027529860107990e+00
1.956907549565731985e+00,2.090847627329011971e+00,5.119751940330713458e-01
1.956907549565731985e+00,9.084762732901185966e-02,-8.866068674618617917e-01
1.956907549565731985e+00,1.090847627329011971e+00,2.518946242275418967e+00
1.304196857991231084e+00,1.415237141148938615e+00,-1.319706014871407262e+00
2.718410420364326008e+00,1.023578775843136945e-03,1.571892568459741124e+00
2.011303639177778546e+00,7.081303599623907097e-01,4.688582538865384564e-01
