-6.206151400535246943e+00,7.564692076849504065e-01,-1.893341950424309306e-01
-8.206151400535247831e+00,7.564692076849504065e-01,6.580465664932579894e-01
-7.206151400535246943e+00,7.564692076849504065e-01,1.074879107603123884e+00
9.497982868968162240e-01,1.421651917234150408e+00,1.408091215709506683e+00
-4.644152754762790880e-01,7.438354861055263001e-03,7.102845419437211483e-01
2.426915057102685402e-01,7.145451360476028357e-01,-2.817385951509042030e+00
2.846155773476162221e-01,1.362804303278407403e+00,1.245303156415483170e-01
2.846155773476162221e-01,1.387141695140452047e+00,1.520224534325922416e+00
2.846155773476161110e-01,-5.885209129975033093e-01,2.927108630661738431e+00
2.846155773476160555e-01,-6.128583048595479532e-01,2.735415363646660492e-01
2.846155773476161666e-01,3.871416951404520468e-01,-2.283749878272856026e+00
2.142029020819270713e+00,-1.100944235786704528e+00,-1.134959389936119001e+00
3.556242583192365192e+00,-2.515157798159799896e+00,-5.064032913730444063e-01
2.849135802005817730e+00,-1.808051016973252212e+00,2.075575974499233034e+00
