2.939469799866513355e+00,4.895666339048344029e-01,1.455413150705804348e+00
9.394697998665131333e-01,4.895666339048344029e-01,-9.245749491154282573e-01
1.939469799866513133e+00,4.895666339048344029e-01,7.088685207268500044e+00
-1.576494583153817430e+01,-1.523125176427832983e+01,-3.583950226681433260e-01
-1.717915939391127012e+01,-1.664546532665142564e+01,4.232014747104072550e-01
-1.647205261272472399e+01,-1.593835854546487774e+01,7.072154836322595450e+00
-4.412743335500660807e-02,6.071976976106372437e-01,-6.133597655244271696e-01
-4.412743335500659420e-02,8.773180424725776083e-01,2.836542132744878097e-01
-4.412743335500658032e-02,1.066957007886756514e+00,4.236821323543952245e-01
-4.412743335500667052e-02,-4.732836818371241594e-01,4.919579133092583767e+00
-4.412743335500669134e-02,-7.434040266990646906e-01,3.623340409532164325e-02
-4.412743335500670522e-02,-9.330429921132434856e-01,6.961804999430211138e-01
-4.412743335500664277e-02,6.695700788675651438e-02,-1.922851374916819012e+00
5.359107245130069863e+00,-4.913668044580243865e+00,-8.667420931682554563e-01
6.773320807503164787e+00,-6.327881606953338789e+00,-7.353856347416065642e-01
6.066214026316616881e+00,-5.620774825766790883e+00,3.230463326366569632e+00
