8.177181871576040262e-01,-8.291148872075507770e-01,4.127567025654682031e-01
-1.182281812842395974e+00,-8.291148872075507770e-01,-1.235208275015873047e+00
-1.822818128423959738e-01,-8.291148872075507770e-01,3.432501142243485681e+00
-4.027624561149936255e+01,-4.088543123776270249e+01,6.556556576840953665e-02
-4.169045917387245481e+01,-4.229964480013579475e+01,6.732180495903075657e-02
-4.098335239268590868e+01,-4.159253801894924862e+01,3.398323431548545770e+00
-2.199292609442077551e-01,1.220876480736567515e+00,-1.386837155944490085e+00
-2.199292609442077551e-01,1.336315606872750195e+00,-1.129627648006086060e+00
-2.199292609442078661e-01,-5.482452669910677923e-01,2.315543539064993439e+00
-2.199292609442078938e-01,-6.636843931272501385e-01,-6.499889020151794483e-01
-2.199292609442078106e-01,3.363156068727498615e-01,3.302521474221294717e+00
6.240268503302301983e-01,-1.673070998481989147e+00,1.871770350779483616e-01
2.038240412703324900e+00,-3.087284560855084070e+00,5.812519546049386143e-01
1.331133631516777882e+00,-2.380177779668536608e+00,3.235261508028659527e-01
